pheno_name	pool	p	q	n	entropy	p_val
OTU-B_116	1	1	13	31	0.685581677728453	0
OTU-B_116	2	1	3	16	0.702819531114783	0.0393730297723292
OTU-B_1160	1	17	0	31	0	1
OTU-B_1160	2	1	6	16	0.780639062229566	0.114587155963303
OTU-B_1161	1	1	4	31	0.540999404901109	0
OTU-B_1161	2	0	5	16	0	1
OTU-B_1166	1	2	1	31	0.414922223585827	0
OTU-B_1166	2	1	1	16	0.5	0.0154197530864198
OTU-B_1171	1	4	0	31	0	1
OTU-B_1171	2	0	4	16	0	1
OTU-B_1175	1	13	0	31	0	1
OTU-B_1175	2	3	0	16	0	1
OTU-B_1176	1	0	0	31	0	1
OTU-B_1176	2	0	0	16	0	1
OTU-B_1177	1	12	0	31	0	1
OTU-B_1177	2	5	0	16	0	1
OTU-B_1178	1	4	0	31	0	1
OTU-B_1178	2	4	0	16	0	1
OTU-B_118	1	4	0	31	0	1
OTU-B_118	2	8	0	16	0	1
OTU-B_1181	1	4	6	31	0.839748003211026	0.0236777251184834
OTU-B_1181	2	1	3	16	0.702819531114783	0.0196692913385827
OTU-B_1184	1	0	10	31	0	1
OTU-B_1184	2	2	5	16	0.899397470347699	0.318028127313101
OTU-B_1185	1	1	3	31	0.485867669012388	0
OTU-B_1185	2	0	6	16	0	1
OTU-B_1186	1	0	4	31	0	1
OTU-B_1186	2	4	2	16	0.875	0.179094846900672
OTU-B_119	1	17	0	31	0	1
OTU-B_119	2	6	0	16	0	1
OTU-B_1190	1	10	0	31	0	1
OTU-B_1190	2	0	5	16	0	1
OTU-B_1191	1	0	20	31	0	1
OTU-B_1191	2	0	3	16	0	1
OTU-B_1193	1	10	0	31	0	1
OTU-B_1193	2	0	6	16	0	1
OTU-B_1195	1	0	11	31	0	1
OTU-B_1195	2	3	1	16	0.702819531114783	0.0196692913385827
OTU-B_1196	1	2	1	31	0.414922223585827	0
OTU-B_1196	2	3	0	16	0	1
OTU-B_1197	1	2	0	31	0	1
OTU-B_1197	2	1	2	16	0.625	0.0278587360594796
OTU-B_1198	1	5	0	31	0	1
OTU-B_1198	2	5	2	16	0.899397470347699	0.350014749262537
OTU-B_1199	1	1	4	31	0.540999404901109	0
OTU-B_1199	2	0	0	16	0	1
OTU-B_12	1	1	0	31	0	1
OTU-B_12	2	2	0	16	0	1
OTU-B_120	1	11	0	31	0	1
OTU-B_120	2	4	0	16	0	1
OTU-B_1200	1	13	0	31	0	1
OTU-B_1200	2	0	4	16	0	1
OTU-B_1201	1	2	3	31	0.581164324186158	0
OTU-B_1201	2	4	0	16	0	1
OTU-B_1203	1	5	1	31	0.584372173802724	0
OTU-B_1203	2	0	6	16	0	1
OTU-B_1206	1	1	2	31	0.414922223585827	0
OTU-B_1206	2	7	0	16	0	1
OTU-B_1208	1	18	0	31	0	1
OTU-B_1208	2	7	0	16	0	1
OTU-B_1211	1	3	2	31	0.581164324186158	0
OTU-B_1211	2	2	0	16	0	1
OTU-B_1215	1	20	1	31	0.56772776194765	0
OTU-B_1215	2	1	2	16	0.625	0.0196692913385827
OTU-B_1217	1	4	1	31	0.540999404901109	0
OTU-B_1217	2	3	0	16	0	1
OTU-B_1218	1	10	0	31	0	1
OTU-B_1218	2	0	2	16	0	1
OTU-B_1219	1	1	1	31	0.319625568412056	0
OTU-B_1219	2	0	5	16	0	1
OTU-B_122	1	7	2	31	0.73988007545415	0
OTU-B_122	2	3	0	16	0	1
OTU-B_1220	1	0	13	31	0	1
OTU-B_1220	2	0	7	16	0	1
OTU-B_1221	1	0	5	31	0	1
OTU-B_1221	2	0	5	16	0	1
OTU-B_1223	1	8	0	31	0	1
OTU-B_1223	2	0	10	16	0	1
OTU-B_1226	1	7	0	31	0	1
OTU-B_1226	2	5	0	16	0	1
OTU-B_1227	1	5	4	31	0.805746010291776	0.0105847457627119
OTU-B_1227	2	6	0	16	0	1
OTU-B_1229	1	4	0	31	0	1
OTU-B_1229	2	5	0	16	0	1
OTU-B_123	1	14	0	31	0	1
OTU-B_123	2	0	2	16	0	1
OTU-B_1231	1	15	1	31	0.666573613937491	0
OTU-B_1231	2	3	1	16	0.702819531114783	0.0315347159603246
OTU-B_1232	1	11	0	31	0	1
OTU-B_1232	2	3	3	16	0.905639062229566	0.467120525931337
OTU-B_1233	1	1	2	31	0.414922223585827	0
OTU-B_1233	2	1	0	16	0	1
OTU-B_1236	1	16	0	31	0	1
OTU-B_1236	2	5	3	16	0.977217001462483	1
OTU-B_1237	1	21	0	31	0	1
OTU-B_1237	2	2	1	16	0.625	0.0105847457627119
OTU-B_124	1	0	25	31	0	1
OTU-B_124	2	0	10	16	0	1
OTU-B_1242	1	0	10	31	0	1
OTU-B_1242	2	0	6	16	0	1
OTU-B_1244	1	16	0	31	0	1
OTU-B_1244	2	0	6	16	0	1
OTU-B_1245	1	3	1	31	0.485867669012388	0
OTU-B_1245	2	2	0	16	0	1
OTU-B_125	1	20	0	31	0	1
OTU-B_125	2	0	1	16	0	1
OTU-B_1253	1	0	3	31	0	1
OTU-B_1253	2	3	0	16	0	1
OTU-B_1254	1	2	1	31	0.414922223585827	0
OTU-B_1254	2	1	1	16	0.5	0.0154197530864198
OTU-B_1256	1	0	5	31	0	1
OTU-B_1256	2	2	3	16	0.827819531114783	0.132570128885519
OTU-B_1257	1	2	1	31	0.414922223585827	0
OTU-B_1257	2	1	3	16	0.702819531114783	0.0468109028960818
OTU-B_1258	1	0	5	31	0	1
OTU-B_1258	2	0	0	16	0	1
OTU-B_126	1	0	15	31	0	1
OTU-B_126	2	0	4	16	0	1
OTU-B_1260	1	11	0	31	0	1
OTU-B_1260	2	7	2	16	0.896782221599798	0.281256296296296
OTU-B_1262	1	0	6	31	0	1
OTU-B_1262	2	0	6	16	0	1
OTU-B_1263	1	0	5	31	0	1
OTU-B_1263	2	0	3	16	0	1
OTU-B_1264	1	0	0	31	0	1
OTU-B_1264	2	0	1	16	0	1
OTU-B_1265	1	8	1	31	0.664121509467157	0
OTU-B_1265	2	1	3	16	0.702819531114783	0.0429578675838349
OTU-B_1269	1	4	2	31	0.636296060074879	0
OTU-B_1269	2	2	2	16	0.75	0.0505071609098568
OTU-B_127	1	2	8	31	0.759418164640927	0
OTU-B_127	2	2	1	16	0.625	0.0196692913385827
OTU-B_1271	1	22	0	31	0	1
OTU-B_1271	2	0	1	16	0	1
OTU-B_1272	1	8	0	31	0	1
OTU-B_1272	2	2	1	16	0.625	0.0315347159603246
OTU-B_1275	1	1	2	31	0.414922223585827	0
OTU-B_1275	2	0	0	16	0	1
OTU-B_1277	1	7	1	31	0.64458342028038	0
OTU-B_1277	2	1	5	16	0.774397470347699	0.0906929755327545
OTU-B_1278	1	1	1	31	0.319625568412056	0
OTU-B_1278	2	1	1	16	0.5	0.0278587360594796
OTU-B_1280	1	0	6	31	0	1
OTU-B_1280	2	1	6	16	0.780639062229566	0.101165109034268
OTU-B_1283	1	4	2	31	0.636296060074879	0
OTU-B_1283	2	1	2	16	0.625	0.0154197530864198
OTU-B_1285	1	23	0	31	0	1
OTU-B_1285	2	0	4	16	0	1
OTU-B_1287	1	0	3	31	0	1
OTU-B_1287	2	1	1	16	0.5	0.0055449500554939
OTU-B_1288	1	0	30	31	0	1
OTU-B_1288	2	0	14	16	0	1
OTU-B_129	1	0	5	31	0	1
OTU-B_129	2	6	1	16	0.780639062229566	0.107606153846154
OTU-B_1291	1	0	7	31	0	1
OTU-B_1291	2	0	4	16	0	1
OTU-B_1293	1	6	5	31	0.883120772112641	0.0429578675838349
OTU-B_1293	2	1	6	16	0.780639062229566	0.143281509433962
OTU-B_1294	1	11	0	31	0	1
OTU-B_1294	2	3	3	16	0.905639062229566	0.46414923189466
OTU-B_1295	1	3	1	31	0.485867669012388	0
OTU-B_1295	2	0	3	16	0	1
OTU-B_1297	1	1	4	31	0.540999404901109	0
OTU-B_1297	2	0	3	16	0	1
OTU-B_1299	1	15	1	31	0.666573613937491	0
OTU-B_1299	2	0	6	16	0	1
OTU-B_130	1	0	13	31	0	1
OTU-B_130	2	1	1	16	0.5	0.0105847457627119
OTU-B_1304	1	18	0	31	0	1
OTU-B_1304	2	0	2	16	0	1
OTU-B_1307	1	8	0	31	0	1
OTU-B_1307	2	0	1	16	0	1
OTU-B_1308	1	0	9	31	0	1
OTU-B_1308	2	0	6	16	0	1
OTU-B_1309	1	16	0	31	0	1
OTU-B_1309	2	2	0	16	0	1
OTU-B_131	1	15	3	31	0.832815714537823	0.0055449500554939
OTU-B_131	2	4	0	16	0	1
OTU-B_1312	1	0	6	31	0	1
OTU-B_1312	2	5	0	16	0	1
OTU-B_1316	1	0	8	31	0	1
OTU-B_1316	2	1	1	16	0.5	0.0055449500554939
OTU-B_1318	1	0	21	31	0	1
OTU-B_1318	2	1	5	16	0.774397470347699	0.104648564778898
OTU-B_132	1	0	13	31	0	1
OTU-B_132	2	1	1	16	0.5	0.0196692913385827
OTU-B_1325	1	0	7	31	0	1
OTU-B_1325	2	0	6	16	0	1
OTU-B_1331	1	0	11	31	0	1
OTU-B_1331	2	0	6	16	0	1
OTU-B_1333	1	0	11	31	0	1
OTU-B_1333	2	1	3	16	0.702819531114783	0.0393730297723292
OTU-B_1336	1	17	0	31	0	1
OTU-B_1336	2	8	0	16	0	1
OTU-B_134	1	0	25	31	0	1
OTU-B_134	2	0	1	16	0	1
OTU-B_1340	1	15	1	31	0.666573613937491	0
OTU-B_1340	2	0	2	16	0	1
OTU-B_1341	1	5	0	31	0	1
OTU-B_1341	2	2	4	16	0.875	0.200732142857143
OTU-B_1342	1	0	13	31	0	1
OTU-B_1342	2	0	11	16	0	1
OTU-B_1343	1	19	0	31	0	1
OTU-B_1343	2	4	0	16	0	1
OTU-B_1346	1	5	8	31	0.928868114857825	0.0834653937947494
OTU-B_1346	2	0	1	16	0	1
OTU-B_1348	1	0	8	31	0	1
OTU-B_1348	2	1	4	16	0.75	0.061985111662531
OTU-B_135	1	4	1	31	0.540999404901109	0
OTU-B_135	2	3	0	16	0	1
OTU-B_1350	1	0	21	31	0	1
OTU-B_1350	2	6	3	16	0.98345859334435	1
OTU-B_1357	1	7	3	31	0.810825520880711	0.0105847457627119
OTU-B_1357	2	0	11	16	0	1
OTU-B_136	1	25	0	31	0	1
OTU-B_136	2	15	0	16	0	1
OTU-B_1360	1	20	0	31	0	1
OTU-B_1360	2	3	0	16	0	1
OTU-B_1361	1	0	21	31	0	1
OTU-B_1361	2	2	3	16	0.827819531114783	0.150255639097744
OTU-B_1363	1	7	2	31	0.73988007545415	0.0055449500554939
OTU-B_1363	2	5	3	16	0.977217001462483	1
OTU-B_1365	1	15	0	31	0	1
OTU-B_1365	2	1	1	16	0.5	0.0154197530864198
OTU-B_1369	1	11	0	31	0	1
OTU-B_1369	2	1	0	16	0	1
OTU-B_137	1	31	0	31	0	1
OTU-B_137	2	16	0	16	0	1
OTU-B_1371	1	18	1	31	0.615196124883516	0
OTU-B_1371	2	2	2	16	0.75	0.0656288998357964
OTU-B_1372	1	0	2	31	0	1
OTU-B_1372	2	1	2	16	0.625	0.0355271111111111
OTU-B_1373	1	14	0	31	0	1
OTU-B_1373	2	0	11	16	0	1
OTU-B_1375	1	19	0	31	0	1
OTU-B_1375	2	5	2	16	0.899397470347699	0.336020694752402
OTU-B_1376	1	1	2	31	0.414922223585827	0
OTU-B_1376	2	1	9	16	0.716917186688699	0.0355271111111111
OTU-B_1377	1	30	0	31	0	1
OTU-B_1377	2	7	1	16	0.771782221599798	0.0834653937947494
OTU-B_138	1	9	2	31	0.773123690363704	0.0055449500554939
OTU-B_138	2	3	1	16	0.702819531114783	0.0236777251184834
OTU-B_1380	1	0	0	31	0	1
OTU-B_1380	2	1	3	16	0.702819531114783	0.0355271111111111
OTU-B_1382	1	0	7	31	0	1
OTU-B_1382	2	0	8	16	0	1
OTU-B_1383	1	0	6	31	0	1
OTU-B_1383	2	1	6	16	0.780639062229566	0.0979607843137255
OTU-B_1388	1	4	2	31	0.636296060074879	0
OTU-B_1388	2	5	0	16	0	1
OTU-B_139	1	0	15	31	0	1
OTU-B_139	2	0	8	16	0	1
OTU-B_1390	1	0	9	31	0	1
OTU-B_1390	2	2	4	16	0.875	0.197308494783905
OTU-B_1392	1	0	7	31	0	1
OTU-B_1392	2	0	3	16	0	1
OTU-B_1397	1	0	11	31	0	1
OTU-B_1397	2	0	5	16	0	1
OTU-B_14	1	2	3	31	0.581164324186158	0
OTU-B_14	2	7	0	16	0	1
OTU-B_140	1	12	0	31	0	1
OTU-B_140	2	4	0	16	0	1
OTU-B_1403	1	6	0	31	0	1
OTU-B_1403	2	1	0	16	0	1
OTU-B_141	1	0	27	31	0	1
OTU-B_141	2	2	3	16	0.827819531114783	0.168278443113772
OTU-B_1410	1	0	6	31	0	1
OTU-B_1410	2	0	2	16	0	1
OTU-B_1411	1	11	0	31	0	1
OTU-B_1411	2	0	2	16	0	1
OTU-B_1412	1	19	0	31	0	1
OTU-B_1412	2	2	2	16	0.75	0.0315347159603246
OTU-B_1416	1	12	2	31	0.785135430218141	0.0236777251184834
OTU-B_1416	2	2	3	16	0.827819531114783	0.146719879518072
OTU-B_1419	1	0	4	31	0	1
OTU-B_1419	2	0	2	16	0	1
OTU-B_142	1	23	1	31	0.479315692257216	0
OTU-B_142	2	2	0	16	0	1
OTU-B_1420	1	5	1	31	0.584372173802724	0
OTU-B_1420	2	0	3	16	0	1
OTU-B_1425	1	1	3	31	0.485867669012388	0
OTU-B_1425	2	1	5	16	0.774397470347699	0.0727572815533981
OTU-B_1426	1	22	0	31	0	1
OTU-B_1426	2	0	2	16	0	1
OTU-B_143	1	3	1	31	0.485867669012388	0
OTU-B_143	2	1	3	16	0.702819531114783	0.0468109028960818
OTU-B_1432	1	10	0	31	0	1
OTU-B_1432	2	0	5	16	0	1
OTU-B_1438	1	0	11	31	0	1
OTU-B_1438	2	0	14	16	0	1
OTU-B_144	1	1	10	31	0.686350918238129	0
OTU-B_144	2	4	3	16	0.952819531114783	0.616834657039711
OTU-B_1445	1	0	5	31	0	1
OTU-B_1445	2	0	1	16	0	1
OTU-B_1446	1	0	8	31	0	1
OTU-B_1446	2	0	3	16	0	1
OTU-B_1447	1	0	7	31	0	1
OTU-B_1447	2	1	8	16	0.75	0.0505071609098568
OTU-B_1450	1	21	0	31	0	1
OTU-B_1450	2	1	2	16	0.625	0.0105847457627119
OTU-B_1451	1	15	0	31	0	1
OTU-B_1451	2	0	2	16	0	1
OTU-B_1453	1	14	0	31	0	1
OTU-B_1453	2	1	3	16	0.702819531114783	0.0055449500554939
OTU-B_1454	1	5	0	31	0	1
OTU-B_1454	2	1	1	16	0.5	0.0236777251184834
OTU-B_1457	1	1	7	31	0.64458342028038	0
OTU-B_1457	2	0	5	16	0	1
OTU-B_1458	1	0	5	31	0	1
OTU-B_1458	2	0	9	16	0	1
OTU-B_1459	1	5	1	31	0.584372173802724	0
OTU-B_1459	2	1	3	16	0.702819531114783	0.0315347159603246
OTU-B_146	1	6	0	31	0	1
OTU-B_146	2	3	1	16	0.702819531114783	0.0315347159603246
OTU-B_1460	1	0	9	31	0	1
OTU-B_1460	2	0	1	16	0	1
OTU-B_1466	1	0	2	31	0	1
OTU-B_1466	2	0	8	16	0	1
OTU-B_1468	1	0	3	31	0	1
OTU-B_1468	2	1	5	16	0.774397470347699	0.114587155963303
OTU-B_1469	1	0	15	31	0	1
OTU-B_1469	2	0	10	16	0	1
OTU-B_1473	1	16	0	31	0	1
OTU-B_1473	2	0	7	16	0	1
OTU-B_1475	1	2	7	31	0.73988007545415	0
OTU-B_1475	2	0	6	16	0	1
OTU-B_1476	1	1	0	31	0	1
OTU-B_1476	2	2	0	16	0	1
OTU-B_1479	1	7	0	31	0	1
OTU-B_1479	2	0	6	16	0	1
OTU-B_148	1	1	10	31	0.686350918238129	0
OTU-B_148	2	4	0	16	0	1
OTU-B_1480	1	19	0	31	0	1
OTU-B_1480	2	0	4	16	0	1
OTU-B_1483	1	14	0	31	0	1
OTU-B_1483	2	2	2	16	0.75	0.0691628664495114
OTU-B_1486	1	3	0	31	0	1
OTU-B_1486	2	0	6	16	0	1
OTU-B_1489	1	9	0	31	0	1
OTU-B_1489	2	0	2	16	0	1
OTU-B_149	1	17	0	31	0	1
OTU-B_149	2	5	0	16	0	1
OTU-B_1491	1	7	1	31	0.64458342028038	0
OTU-B_1491	2	0	6	16	0	1
OTU-B_1494	1	15	1	31	0.666573613937491	0
OTU-B_1494	2	1	4	16	0.75	0.0542589807852966
OTU-B_1497	1	1	12	31	0.689838775044371	0.0055449500554939
OTU-B_1497	2	1	11	16	0.621640762186858	0.0278587360594796
OTU-B_1499	1	6	0	31	0	1
OTU-B_1499	2	2	5	16	0.899397470347699	0.421835535976505
OTU-B_15	1	17	0	31	0	1
OTU-B_15	2	9	0	16	0	1
OTU-B_150	1	31	0	31	0	1
OTU-B_150	2	16	0	16	0	1
OTU-B_1503	1	15	1	31	0.666573613937491	0
OTU-B_1503	2	7	0	16	0	1
OTU-B_1504	1	0	14	31	0	1
OTU-B_1504	2	0	5	16	0	1
OTU-B_1505	1	0	5	31	0	1
OTU-B_1505	2	0	0	16	0	1
OTU-B_1511	1	1	0	31	0	1
OTU-B_1511	2	1	6	16	0.780639062229566	0.186417910447761
OTU-B_1513	1	0	24	31	0	1
OTU-B_1513	2	0	8	16	0	1
OTU-B_1514	1	7	0	31	0	1
OTU-B_1514	2	2	0	16	0	1
OTU-B_1515	1	14	0	31	0	1
OTU-B_1515	2	1	0	16	0	1
OTU-B_1517	1	22	0	31	0	1
OTU-B_1517	2	0	5	16	0	1
OTU-B_1519	1	4	2	31	0.636296060074879	0
OTU-B_1519	2	1	0	16	0	1
OTU-B_152	1	0	12	31	0	1
OTU-B_152	2	4	3	16	0.952819531114783	0.630353280461427
OTU-B_1522	1	0	3	31	0	1
OTU-B_1522	2	0	6	16	0	1
OTU-B_1523	1	12	2	31	0.785135430218141	0
OTU-B_1523	2	0	6	16	0	1
OTU-B_153	1	0	13	31	0	1
OTU-B_153	2	0	4	16	0	1
OTU-B_1530	1	0	9	31	0	1
OTU-B_1530	2	0	6	16	0	1
OTU-B_1532	1	13	1	31	0.685581677728453	0
OTU-B_1532	2	2	0	16	0	1
OTU-B_1533	1	7	1	31	0.64458342028038	0
OTU-B_1533	2	0	2	16	0	1
OTU-B_1534	1	3	3	31	0.65210976961272	0
OTU-B_1534	2	0	4	16	0	1
OTU-B_1536	1	16	0	31	0	1
OTU-B_1536	2	0	10	16	0	1
OTU-B_1538	1	18	0	31	0	1
OTU-B_1538	2	3	0	16	0	1
OTU-B_1539	1	0	4	31	0	1
OTU-B_1539	2	0	5	16	0	1
OTU-B_154	1	1	8	31	0.664121509467157	0
OTU-B_154	2	10	0	16	0	1
OTU-B_1540	1	0	3	31	0	1
OTU-B_1540	2	0	3	16	0	1
OTU-B_1541	1	14	0	31	0	1
OTU-B_1541	2	0	2	16	0	1
OTU-B_1544	1	10	0	31	0	1
OTU-B_1544	2	1	2	16	0.625	0.0055449500554939
OTU-B_1545	1	14	0	31	0	1
OTU-B_1545	2	0	3	16	0	1
OTU-B_1546	1	4	0	31	0	1
OTU-B_1546	2	0	4	16	0	1
OTU-B_1548	1	5	4	31	0.805746010291776	0
OTU-B_1548	2	0	3	16	0	1
OTU-B_155	1	24	0	31	0	1
OTU-B_155	2	13	0	16	0	1
OTU-B_1553	1	0	9	31	0	1
OTU-B_1553	2	1	1	16	0.5	0.0105847457627119
OTU-B_156	1	0	15	31	0	1
OTU-B_156	2	1	1	16	0.5	0.0196692913385827
OTU-B_1561	1	1	1	31	0.319625568412056	0
OTU-B_1561	2	3	0	16	0	1
OTU-B_1564	1	19	0	31	0	1
OTU-B_1564	2	4	3	16	0.952819531114783	0.547854756717502
OTU-B_1565	1	5	0	31	0	1
OTU-B_1565	2	0	6	16	0	1
OTU-B_1573	1	3	1	31	0.485867669012388	0
OTU-B_1573	2	0	7	16	0	1
OTU-B_1576	1	10	4	31	0.907724754727182	0.0505071609098568
OTU-B_1576	2	0	5	16	0	1
OTU-B_1577	1	5	1	31	0.584372173802724	0
OTU-B_1577	2	0	1	16	0	1
OTU-B_1579	1	0	3	31	0	1
OTU-B_1579	2	0	3	16	0	1
OTU-B_158	1	0	16	31	0	1
OTU-B_158	2	4	3	16	0.952819531114783	0.537751272727273
OTU-B_1580	1	8	0	31	0	1
OTU-B_1580	2	1	1	16	0.5	0.0154197530864198
OTU-B_1584	1	2	1	31	0.414922223585827	0
OTU-B_1584	2	1	5	16	0.774397470347699	0.0871625693893735
OTU-B_1585	1	2	0	31	0	1
OTU-B_1585	2	0	2	16	0	1
OTU-B_1587	1	0	4	31	0	1
OTU-B_1587	2	0	5	16	0	1
OTU-B_1589	1	0	13	31	0	1
OTU-B_1589	2	1	5	16	0.774397470347699	0.0906929755327545
OTU-B_159	1	0	23	31	0	1
OTU-B_159	2	0	5	16	0	1
OTU-B_1594	1	0	9	31	0	1
OTU-B_1594	2	0	2	16	0	1
OTU-B_1597	1	0	14	31	0	1
OTU-B_1597	2	0	6	16	0	1
OTU-B_1598	1	15	0	31	0	1
OTU-B_1598	2	0	4	16	0	1
OTU-B_16	1	0	19	31	0	1
OTU-B_16	2	0	8	16	0	1
OTU-B_160	1	6	1	31	0.618374166721974	0
OTU-B_160	2	4	0	16	0	1
OTU-B_1600	1	16	0	31	0	1
OTU-B_1600	2	2	1	16	0.625	0.0196692913385827
OTU-B_1602	1	0	6	31	0	1
OTU-B_1602	2	1	7	16	0.771782221599798	0.0691628664495114
OTU-B_1606	1	7	2	31	0.73988007545415	0.0055449500554939
OTU-B_1606	2	1	6	16	0.780639062229566	0.0834653937947494
OTU-B_1607	1	0	2	31	0	1
OTU-B_1607	2	0	6	16	0	1
OTU-B_161	1	0	17	31	0	1
OTU-B_161	2	3	1	16	0.702819531114783	0.0278587360594796
OTU-B_1610	1	11	0	31	0	1
OTU-B_1610	2	1	0	16	0	1
OTU-B_1612	1	9	0	31	0	1
OTU-B_1612	2	0	6	16	0	1
OTU-B_1614	1	3	2	31	0.581164324186158	0
OTU-B_1614	2	1	2	16	0.625	0.0055449500554939
OTU-B_1616	1	7	0	31	0	1
OTU-B_1616	2	1	6	16	0.780639062229566	0.125470319634703
OTU-B_1619	1	7	2	31	0.73988007545415	0
OTU-B_1619	2	0	6	16	0	1
OTU-B_162	1	2	2	31	0.510218878759597	0
OTU-B_162	2	1	0	16	0	1
OTU-B_1621	1	0	11	31	0	1
OTU-B_1621	2	0	2	16	0	1
OTU-B_1622	1	15	0	31	0	1
OTU-B_1622	2	0	2	16	0	1
OTU-B_1623	1	0	1	31	0	1
OTU-B_1623	2	0	3	16	0	1
OTU-B_1624	1	1	5	31	0.584372173802724	0
OTU-B_1624	2	1	1	16	0.5	0.0196692913385827
OTU-B_1626	1	11	1	31	0.690213158697814	0
OTU-B_1626	2	0	1	16	0	1
OTU-B_1627	1	5	1	31	0.584372173802724	0
OTU-B_1627	2	0	6	16	0	1
OTU-B_1628	1	5	0	31	0	1
OTU-B_1628	2	0	2	16	0	1
OTU-B_163	1	13	1	31	0.685581677728453	0
OTU-B_163	2	10	0	16	0	1
OTU-B_1634	1	4	4	31	0.762373241390161	0
OTU-B_1634	2	0	6	16	0	1
OTU-B_1635	1	0	1	31	0	1
OTU-B_1635	2	2	1	16	0.625	0.0196692913385827
OTU-B_1637	1	0	16	31	0	1
OTU-B_1637	2	0	6	16	0	1
OTU-B_1639	1	6	1	31	0.618374166721974	0
OTU-B_1639	2	5	0	16	0	1
OTU-B_1640	1	6	0	31	0	1
OTU-B_1640	2	0	6	16	0	1
OTU-B_1642	1	11	0	31	0	1
OTU-B_1642	2	0	3	16	0	1
OTU-B_1643	1	0	2	31	0	1
OTU-B_1643	2	2	1	16	0.625	0.0154197530864198
OTU-B_1646	1	4	1	31	0.540999404901109	0
OTU-B_1646	2	0	7	16	0	1
OTU-B_1649	1	0	30	31	0	1
OTU-B_1649	2	1	8	16	0.75	0.0429578675838349
OTU-B_1651	1	2	0	31	0	1
OTU-B_1651	2	2	4	16	0.875	0.218505559673832
OTU-B_1653	1	1	8	31	0.664121509467157	0
OTU-B_1653	2	0	5	16	0	1
OTU-B_166	1	1	3	31	0.485867669012388	0
OTU-B_166	2	0	1	16	0	1
OTU-B_1662	1	4	2	31	0.636296060074879	0
OTU-B_1662	2	1	2	16	0.625	0.0355271111111111
OTU-B_1664	1	1	2	31	0.414922223585827	0
OTU-B_1664	2	1	3	16	0.702819531114783	0.0315347159603246
OTU-B_1667	1	0	4	31	0	1
OTU-B_1667	2	0	5	16	0	1
OTU-B_1672	1	2	3	31	0.581164324186158	0
OTU-B_1672	2	0	3	16	0	1
OTU-B_1677	1	5	1	31	0.584372173802724	0
OTU-B_1677	2	3	0	16	0	1
OTU-B_1681	1	0	2	31	0	1
OTU-B_1681	2	2	3	16	0.827819531114783	0.150255639097744
OTU-B_1686	1	22	0	31	0	1
OTU-B_1686	2	2	2	16	0.75	0.0542589807852966
OTU-B_1688	1	13	0	31	0	1
OTU-B_1688	2	0	2	16	0	1
OTU-B_1689	1	6	0	31	0	1
OTU-B_1689	2	0	0	16	0	1
OTU-B_1697	1	4	4	31	0.762373241390161	0
OTU-B_1697	2	0	3	16	0	1
OTU-B_1699	1	0	5	31	0	1
OTU-B_1699	2	0	6	16	0	1
OTU-B_17	1	0	18	31	0	1
OTU-B_17	2	1	7	16	0.771782221599798	0.104648564778898
OTU-B_170	1	0	11	31	0	1
OTU-B_170	2	3	1	16	0.702819531114783	0.0468109028960818
OTU-B_1700	1	2	3	31	0.581164324186158	0
OTU-B_1700	2	2	5	16	0.899397470347699	0.368165070007369
OTU-B_1701	1	3	1	31	0.485867669012388	0
OTU-B_1701	2	0	5	16	0	1
OTU-B_1702	1	0	12	31	0	1
OTU-B_1702	2	2	2	16	0.75	0.0236777251184834
OTU-B_1703	1	10	3	31	0.852593018838461	0.0105847457627119
OTU-B_1703	2	0	0	16	0	1
OTU-B_1705	1	10	0	31	0	1
OTU-B_1705	2	0	6	16	0	1
OTU-B_1708	1	0	10	31	0	1
OTU-B_1708	2	1	8	16	0.75	0.0429578675838349
OTU-B_171	1	0	12	31	0	1
OTU-B_171	2	0	3	16	0	1
OTU-B_1710	1	2	0	31	0	1
OTU-B_1710	2	0	2	16	0	1
OTU-B_1711	1	0	10	31	0	1
OTU-B_1711	2	0	6	16	0	1
OTU-B_1712	1	19	0	31	0	1
OTU-B_1712	2	0	3	16	0	1
OTU-B_1714	1	12	0	31	0	1
OTU-B_1714	2	0	2	16	0	1
OTU-B_1716	1	1	2	31	0.414922223585827	0
OTU-B_1716	2	0	2	16	0	1
OTU-B_1717	1	12	0	31	0	1
OTU-B_1717	2	0	1	16	0	1
OTU-B_1719	1	0	4	31	0	1
OTU-B_1719	2	0	5	16	0	1
OTU-B_172	1	0	15	31	0	1
OTU-B_172	2	3	5	16	0.977217001462483	1
OTU-B_1721	1	16	0	31	0	1
OTU-B_1721	2	1	2	16	0.625	0.0278587360594796
OTU-B_1723	1	6	0	31	0	1
OTU-B_1723	2	0	8	16	0	1
OTU-B_1724	1	7	4	31	0.865957256769432	0.0236777251184834
OTU-B_1724	2	0	6	16	0	1
OTU-B_1731	1	6	0	31	0	1
OTU-B_1731	2	0	3	16	0	1
OTU-B_1732	1	15	2	31	0.761870269111261	0
OTU-B_1732	2	2	2	16	0.75	0.076121892542101
OTU-B_1739	1	3	0	31	0	1
OTU-B_1739	2	0	5	16	0	1
OTU-B_1741	1	8	0	31	0	1
OTU-B_1741	2	1	3	16	0.702819531114783	0.0315347159603246
OTU-B_1744	1	6	0	31	0	1
OTU-B_1744	2	1	1	16	0.5	0.0055449500554939
